Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
3149,2016-03-31,20,21,22,31,39,46,32,39,31,3,3,0,1,2,2,1,1,2612507,1,303923,103,2029,260,439,5575,50,7137,25,107200,10
3148,2016-03-28,8,9,15,28,36,39,33,"9,28",28,3,3,2,1,1,2,0,0,0,4,61520,166,1020,361,256,7258,50,9321,25,118919,10
3147,2016-03-24,4,9,28,35,38,44,36,,,2,4,2,0,1,2,1,1,2656339,2,151622,100,2085,270,422,6184,50,8207,25,116831,10
3146,2016-03-21,8,12,20,39,43,47,9,20,,3,3,1,2,0,1,2,0,0,2,127994,103,1709,272,353,4769,50,8572,25,89835,10
3145,2016-03-17,2,3,20,21,30,33,12,33,,3,3,2,1,2,1,0,1,1159310,9,27119,133,1262,578,159,6374,50,12752,25,106305,10
3144,2016-03-14,8,10,24,29,31,33,4,"29,33",,3,3,2,0,2,2,0,4,2163551,8,94675,296,1760,885,321,17179,50,24257,25,307158,10
3143,2016-03-10,25,29,32,33,34,49,13,33,,4,2,0,0,2,3,1,0,0,2,228128,132,2377,387,443,7974,50,11974,25,150313,10
3142,2016-03-07,9,18,30,33,45,47,25,33,,4,2,1,1,1,1,2,0,0,3,115253,107,2222,334,389,6596,50,10062,25,127981,10
3141,2016-03-03,6,14,24,33,38,41,25,,,2,4,1,1,1,2,1,0,0,2,131264,120,1505,297,332,5953,50,8712,25,99836,10
3140,2016-02-29,8,11,15,17,28,47,18,17,,4,2,1,3,1,0,1,3,1818836,3,175685,271,1338,664,298,12712,50,19848,25,233894,10
3139,2016-02-25,7,14,17,23,35,49,31,,,5,1,1,2,1,1,1,0,0,2,168267,114,2030,280,451,6788,50,8908,25,127490,10
3138,2016-02-22,10,18,22,37,39,40,46,18,22,2,4,1,1,1,3,0,0,0,4,71289,89,2203,230,465,5313,50,6467,25,101494,10
3137,2016-02-19,16,18,20,21,27,49,23,49,,3,3,0,3,2,0,1,2,6971841,20,122838,936,1805,2542,363,53319,50,71812,25,964183,10
3136,2016-02-15,3,5,29,40,43,49,21,49,,5,1,2,0,1,1,2,0,0,3,136081,129,2176,341,449,7186,50,10004,25,142204,10
3135,2016-02-11,7,8,17,39,46,49,13,,,4,2,2,1,0,1,2,1,9545480,10,89225,360,1704,999,335,18318,50,24852,25,338822,10
3134,2016-02-08,13,14,16,21,24,42,7,21,,2,4,0,3,2,0,1,0,0,9,56127,212,1639,535,355,10250,50,16438,25,188575,10
3133,2016-02-04,2,21,26,34,39,49,3,,,3,3,1,0,2,2,1,0,0,4,86892,92,2598,371,352,5770,50,9435,25,114911,10
3132,2016-02-01,9,10,11,22,23,32,6,22,,3,3,2,1,2,1,0,0,0,4,66156,218,835,621,160,8935,50,14566,25,134191,10
3131,2016-01-28,4,20,22,40,41,48,21,"40,48",,1,5,1,1,1,1,2,1,4969571,3,267984,158,2055,395,449,8582,50,11648,25,162308,10
3130,2016-01-25,16,17,19,35,40,48,37,,,3,3,0,3,0,2,1,0,0,0,0,106,2152,237,525,5765,50,7385,25,110315,10
3129,2016-01-21,2,11,23,24,33,44,28,11,,3,3,1,1,2,1,1,0,0,6,40380,92,1811,297,306,4822,50,7400,25,90849,10
3128,2016-01-18,4,11,40,43,48,49,17,4,,3,3,1,1,0,1,3,1,2814695,5,66966,108,2132,297,423,5845,50,8262,25,110335,10
3127,2016-01-14,1,2,4,7,28,41,18,,,3,3,4,0,1,0,1,0,0,2,128870,236,751,404,240,9048,50,10207,25,132014,10
3126,2016-01-11,13,20,22,29,36,37,33,20,,3,3,0,2,2,2,0,0,0,2,4559710,300,1732,643,441,14594,50,20967,25,273872,10
3125,2016-01-07,3,5,6,20,21,45,33,3,,4,2,3,1,1,0,1,0,0,5,88259,212,1432,547,303,11876,50,14203,25,206662,10
3124,2016-01-04,3,9,18,28,31,46,32,9,,3,3,2,1,1,1,1,0,0,2,281992,124,1748,261,453,7530,50,8103,25,135097,10
3123,2015-12-31,9,21,23,35,38,41,36,35,,5,1,1,0,2,2,1,0,0,0,0,81,2113,205,456,5103,50,6201,25,99270,10
3122,2015-12-28,7,15,16,17,35,47,41,,,5,1,1,3,0,1,1,1,4534221,3,139582,179,1609,354,444,8711,50,11578,25,162008,10
3121,2015-12-24,10,20,21,27,33,46,37,,,3,3,1,1,2,1,1,0,0,4,73997,84,2423,230,483,5172,50,6936,25,103336,10
3120,2015-12-21,11,14,18,22,35,43,28,,,3,3,0,3,1,1,1,0,0,1,239840,79,2088,275,328,4924,50,7942,25,91061,10
3119,2015-12-17,2,12,17,19,20,33,27,33,17,3,3,1,4,0,1,0,1,1091584,8,28726,143,1105,345,250,7302,50,9567,25,116162,10
3118,2015-12-14,6,21,25,29,33,40,31,,,4,2,1,0,3,2,0,1,4617220,5,86632,204,1460,479,340,9359,50,12431,25,168039,10
3117,2015-12-10,4,8,11,39,44,46,29,44,,2,4,2,1,0,1,2,0,0,5,107778,91,2250,266,420,5551,50,7970,25,111735,10
3116,2015-12-07,5,24,26,36,44,49,19,,,2,4,1,0,2,1,2,0,0,0,0,72,2303,208,435,4276,50,6268,25,80495,10
3115,2015-12-03,17,20,34,37,43,48,32,37,,3,3,0,2,0,2,2,2,3859582,1,651039,219,2044,500,489,11506,50,15370,25,212738,10
3114,2015-11-30,11,31,35,37,44,46,42,"44,46",,4,2,0,1,0,3,2,0,0,4,111652,143,2148,369,454,7637,50,10732,25,145098,10
3113,2015-11-26,2,24,34,43,44,46,28,"44,46",,1,5,1,0,1,1,3,0,0,1,290744,87,2298,208,525,4811,50,6238,25,91216,10
3112,2015-11-23,5,31,36,39,44,46,43,,,3,3,1,0,0,3,2,0,0,3,78901,76,2142,206,431,3953,50,5215,25,75188,10
3111,2015-11-19,1,14,19,37,40,47,9,,19,4,2,1,2,0,2,1,1,4590360,7,59782,78,3689,430,365,6964,50,14071,25,140644,10
3110,2015-11-16,3,5,18,41,46,48,40,41,,3,3,2,1,0,0,3,0,0,1,306509,106,1988,217,530,5346,50,6914,25,105131,10
3109,2015-11-12,8,10,11,12,33,41,1,,12,3,3,2,2,0,1,1,0,0,8,30177,169,983,848,107,9947,50,17585,25,146422,10
3108,2015-11-09,3,17,36,40,48,49,12,,,3,3,1,1,0,2,2,0,0,3,2697280,203,2254,548,456,11458,50,16210,25,216817,10
3107,2015-11-05,2,26,27,28,37,47,17,27,,3,3,1,0,3,1,1,0,0,5,78316,152,1772,505,291,7125,50,12571,25,135404,10
3106,2015-11-02,1,10,18,27,35,48,30,18,,3,3,2,1,1,1,1,0,0,3,168872,125,1612,248,444,5905,50,7681,25,109066,10
3105,2015-10-29,7,9,18,26,36,46,43,,,2,4,2,1,1,1,1,0,0,0,0,96,1530,209,384,5473,50,5360,25,96049,10
3104,2015-10-26,1,5,22,28,48,49,8,"5,22,48,49",,3,3,2,0,2,0,2,1,2373626,3,95096,99,1982,387,277,5882,50,11467,25,98078,10
3103,2015-10-22,5,16,22,29,48,49,27,,22,3,3,1,1,2,0,2,0,0,4,53607,87,1695,181,445,4036,50,5549,25,78372,10
3102,2015-10-19,10,13,27,36,39,45,47,,,4,2,1,1,1,2,1,1,4401337,3,141282,162,1799,364,437,8972,50,9721,25,161532,10
3101,2015-10-15,7,14,23,25,28,33,31,28,,4,2,1,1,3,1,0,0,0,1,273589,98,1920,294,349,6329,50,8290,25,113563,10
3100,2015-10-12,6,11,17,28,41,48,19,6,,3,3,1,2,1,0,2,0,0,3,76388,82,1922,258,334,4572,50,7158,25,86792,10
3099,2015-10-08,6,8,15,20,25,45,22,20,8,3,3,2,2,1,0,1,1,1051401,5,44270,182,837,413,201,8761,50,8384,25,121610,10
3098,2015-10-05,1,4,7,20,26,28,18,,,2,4,3,1,2,0,0,1,1096179,1,625091,153,1037,440,197,7557,50,10048,25,119620,10
3097,2015-10-01,3,6,15,27,36,41,49,41,,4,2,2,1,1,1,1,1,4241221,0,0,171,1586,332,446,8986,50,8957,25,162573,10
3096,2015-09-28,12,32,35,40,41,47,25,40,,3,3,0,1,0,3,2,0,0,2,143043,90,2186,211,509,4535,50,6326,25,86854,10
3095,2015-09-24,8,16,25,29,31,40,11,8,,3,3,1,1,2,2,0,0,0,5,42498,99,1476,309,258,4445,50,7724,25,81760,10
3094,2015-09-21,8,9,10,19,28,33,24,8,,3,3,3,1,1,1,0,4,1077108,6,69317,442,647,758,206,18152,50,17136,25,254025,10
3093,2015-09-17,5,8,20,30,35,49,12,,,3,3,2,1,1,1,1,0,0,2,132440,97,1878,387,257,6290,50,10754,25,112267,10
3092,2015-09-14,3,13,14,19,25,31,47,,14,5,1,1,3,1,1,0,0,0,1,226260,122,1276,173,491,6192,50,4854,25,106713,10
3091,2015-09-10,27,33,38,39,41,47,35,,,5,1,0,0,1,3,2,1,1057094,2,111274,92,1664,199,420,4016,50,5675,25,71501,10
3090,2015-09-07,1,3,12,15,26,31,16,1,,4,2,2,2,1,1,0,1,2501485,2,148898,201,1019,342,327,8958,50,10650,25,146499,10
3089,2015-09-03,1,9,10,23,24,32,5,9,,3,3,3,0,2,1,0,0,0,3,76278,145,1085,525,164,6718,50,13944,25,111294,10
3088,2015-08-31,5,8,9,12,18,48,24,48,,2,4,3,2,0,0,1,2,1256952,4,76767,338,625,636,182,14766,50,14504,25,203399,10
3087,2015-08-27,13,16,19,23,25,48,11,23,,4,2,0,3,2,0,1,0,0,1,222179,72,2122,216,386,4059,50,7868,25,78617,10
3086,2015-08-24,5,7,8,23,29,33,42,33,,5,1,3,0,2,1,0,1,7281576,8,80449,423,1047,848,285,20940,50,20230,25,342106,10
3085,2015-08-20,3,14,19,33,38,41,22,,,4,2,1,2,0,2,1,0,0,5,78397,145,1859,409,360,8614,50,11352,25,150137,10
3084,2015-08-17,2,6,20,21,27,36,31,,,2,4,2,1,2,1,0,0,0,3,93759,116,1668,305,346,6636,50,7945,25,118818,10
3083,2015-08-13,8,10,12,34,38,48,19,"8,12",,0,6,2,1,0,2,1,0,0,1,216117,91,1633,251,323,5102,50,6992,25,93469,10
3082,2015-08-10,6,7,8,12,37,45,1,,,3,3,3,1,0,1,1,1,2314529,6,45610,154,1222,583,177,8688,50,14743,25,147388,10
3081,2015-08-06,11,15,20,33,38,40,8,,,3,3,0,3,0,3,0,0,0,7,30516,83,1770,443,181,4651,50,11694,25,82727,10
3080,2015-08-03,18,21,23,25,26,41,40,"21,25",,4,2,0,1,4,0,1,4,1062436,4,102618,136,2075,345,447,8420,50,9541,25,153737,10
3079,2015-07-30,2,10,13,21,25,49,7,,,4,2,2,1,2,0,1,0,0,3,90675,110,1701,423,242,5737,50,10889,25,101859,10
3078,2015-07-27,6,9,40,42,43,46,37,,,2,4,2,0,0,1,3,0,0,2,106095,73,1999,160,498,4169,50,4857,25,77396,10
3077,2015-07-23,4,13,18,24,34,37,48,34,,2,4,1,2,1,2,0,1,4098115,3,126857,168,1558,305,468,7979,50,8598,25,142178,10
3076,2015-07-20,3,17,25,28,34,46,27,,,3,3,1,1,2,1,1,0,0,1,271186,95,1963,298,342,5232,50,8311,25,97187,10
3075,2015-07-16,2,10,30,32,42,48,19,42,,0,6,2,0,1,1,2,0,0,3,70336,65,2232,347,229,3186,50,5262,25,66436,10
3074,2015-07-13,31,33,34,35,37,42,6,"33,42",,4,2,0,0,0,5,1,1,1045633,1,220134,77,1966,149,555,3948,50,5020,25,67143,10
3073,2015-07-09,5,24,33,38,42,44,49,,,2,4,1,0,1,2,2,1,1040297,1,219010,104,1448,171,481,5065,50,4883,25,86773,10
3072,2015-07-06,1,6,9,18,21,35,26,21,6,4,2,3,1,1,1,0,2,2138108,6,70080,288,1004,630,251,13264,50,14497,25,213821,10
3071,2015-07-02,7,12,13,21,30,32,5,,,3,3,1,2,2,1,0,0,0,6,44563,161,1142,553,182,8147,50,13755,25,129542,10
3070,2015-06-29,2,14,15,26,29,31,8,"14,29",29,3,3,1,2,2,1,0,0,0,3,70802,101,1446,273,292,4661,50,8351,25,83093,10
3069,2015-06-25,14,29,36,38,39,41,20,,,3,3,0,1,1,3,1,1,2263956,1,263709,91,1993,236,420,4751,50,6530,25,87573,10
3068,2015-06-22,3,18,22,33,47,49,9,,22,4,2,1,1,1,1,2,0,0,3,70972,66,2218,207,386,3860,50,6493,25,73614,10
3067,2015-06-18,5,20,28,35,39,46,15,,,3,3,1,1,1,2,1,2,1174123,6,82395,112,1701,324,321,4890,50,9968,25,93687,10
3066,2015-06-15,9,21,26,27,29,48,20,,,4,2,1,0,4,0,1,0,0,0,0,70,2136,205,398,4646,50,6147,25,87875,10
3065,2015-06-11,7,11,13,16,38,46,41,38,11,3,3,1,3,0,1,1,2,3505578,4,145115,228,1751,534,408,12539,50,15185,25,237223,10
3064,2015-06-08,20,31,35,38,42,49,46,,,3,3,0,1,0,3,2,0,0,6,68864,142,2001,322,482,7109,50,8925,25,132985,10
3063,2015-06-04,3,6,8,14,18,41,31,14,,2,4,3,2,0,0,1,0,0,10,26182,179,1006,515,191,8715,50,10468,25,133142,10
3062,2015-06-01,5,9,14,29,32,36,28,5,,3,3,2,1,1,2,0,0,0,5,44115,117,1297,289,287,5297,50,7572,25,96223,10
3061,2015-05-28,5,13,20,26,31,38,6,"13,26",,3,3,1,2,1,2,0,1,2265623,5,52107,119,1506,416,235,6983,50,10672,25,116935,10
3060,2015-05-25,13,17,19,24,26,43,25,,,4,2,0,3,2,0,1,0,0,3,72148,76,1958,236,344,4565,50,6453,25,79589,10
3059,2015-05-21,6,20,22,35,36,41,8,41,,2,4,1,1,1,2,1,1,2291593,1,263097,89,2033,237,417,4878,50,7852,25,91535,10
3058,2015-05-18,17,23,32,33,41,45,15,"17,45",,5,1,0,1,1,2,2,0,0,1,219345,60,2514,182,452,3985,50,5508,25,74126,10
3057,2015-05-14,8,17,19,45,47,48,14,,,4,2,1,2,0,0,3,1,2325270,4,66694,92,1994,233,430,5023,50,7145,25,94754,10
3056,2015-05-11,3,6,7,20,21,23,33,,,4,2,3,1,2,0,0,0,0,4,55689,188,815,378,221,7933,50,9345,25,129159,10
3055,2015-05-07,8,10,17,24,32,43,26,17,,2,4,2,1,1,1,1,1,1037428,2,109203,89,1688,234,350,5142,50,7018,25,90982,10
3054,2015-05-04,6,11,17,22,25,36,42,,,3,3,1,2,2,1,0,1,2433920,4,73104,154,1306,347,316,8212,50,8471,25,134909,10
3053,2015-04-30,18,19,28,37,46,48,4,46,,2,4,0,2,1,1,2,0,0,2,109996,58,2608,178,464,4414,50,5552,25,71746,10
3052,2015-04-27,2,14,30,31,46,47,12,,,2,4,1,1,1,1,2,1,4401912,2,205526,127,2226,372,415,7214,50,11048,25,136103,10
3051,2015-04-23,1,9,15,28,42,45,40,9,,4,2,2,1,1,0,2,0,0,3,94306,134,1452,297,358,6796,50,7206,25,124593,10
3050,2015-04-20,9,16,17,25,27,36,7,,,4,2,1,2,2,1,0,0,0,8,29095,162,988,659,133,7363,50,13162,25,109434,10
3049,2015-04-16,3,4,18,32,35,48,6,32,,2,4,2,1,0,2,1,1,2574194,2,149212,86,2386,279,402,5352,50,8390,25,107929,10
3048,2015-04-13,6,13,31,32,40,43,3,"6,43",13,3,3,1,1,0,3,1,0,0,6,40586,75,2233,240,381,4717,50,7463,25,89603,10
3047,2015-04-09,6,12,21,24,25,43,29,21,,3,3,1,1,3,0,1,3,2452072,4,141451,271,1436,566,375,13089,50,16157,25,230814,10
3046,2015-04-06,3,18,21,42,45,49,25,42,,4,2,1,1,1,0,3,0,0,8,52378,152,1896,414,380,7671,50,10421,25,147875,10
3045,2015-04-02,11,19,22,29,42,46,2,11,,3,3,0,2,2,0,2,0,0,6,51284,110,1924,412,281,6035,50,10186,25,112731,10
3044,2015-03-30,11,12,30,38,45,47,6,"30,47",30,3,3,0,2,1,1,2,0,0,1,256151,95,1854,224,429,4621,50,7007,25,89459,10
3043,2015-03-26,5,21,30,33,39,47,43,5,,5,1,1,0,2,2,1,0,0,2,4043670,186,2047,406,512,9696,50,12569,25,185469,10
3042,2015-03-23,1,5,14,23,40,49,33,,23,4,2,2,1,1,1,1,0,0,6,129415,169,1902,484,363,10739,50,12405,25,202794,10
3041,2015-03-19,3,15,26,29,38,45,49,45,,4,2,1,1,2,1,1,0,0,0,0,101,2105,221,525,6289,50,6983,25,117351,10
3040,2015-03-16,7,10,19,41,43,45,31,19,,5,1,2,1,0,0,3,0,0,6,42657,102,1726,279,344,5203,50,7060,25,96084,10
3039,2015-03-12,14,15,19,20,36,47,10,47,,3,3,0,4,0,1,1,1,8042310,5,126322,211,2058,650,365,12045,50,18097,25,225594,10
3038,2015-03-09,9,11,38,39,44,47,3,"11,38,44,47",9,4,2,1,1,0,2,2,0,0,4,117269,214,1507,615,287,10624,50,16929,25,174678,10
3037,2015-03-05,5,10,11,38,44,47,20,44,5,3,3,2,1,0,1,2,0,0,1,340846,107,2191,382,335,7323,50,11078,25,142215,10
3036,2015-03-02,7,12,24,27,35,44,20,,,3,3,1,1,2,1,1,0,0,4,62897,150,1154,368,257,6909,50,9702,25,113721,10
3035,2015-02-27,2,13,19,28,41,42,14,,,3,3,1,2,1,0,2,2,6033861,14,122673,699,1690,1621,398,36111,50,47580,25,657272,10
3034,2015-02-23,1,5,14,18,24,26,29,,,2,4,2,2,2,0,0,3,539834,2,304973,199,1178,398,322,9571,50,11420,25,161539,10
3033,2015-02-19,2,17,22,36,37,45,23,"22,36,37",,3,3,1,1,1,2,1,1,1277739,0,0,104,1779,233,433,4942,50,6869,25,93260,10
3032,2015-02-16,19,22,33,36,37,46,8,,,3,3,0,1,1,3,1,2,3779120,6,106861,241,1830,571,422,12199,50,17348,25,225702,10
3031,2015-02-12,12,13,26,32,42,47,39,32,12,2,4,0,2,1,1,2,0,0,4,102665,123,2296,333,463,7863,50,10539,25,149659,10
3030,2015-02-09,4,15,22,31,32,36,6,31,,2,4,1,1,1,3,0,0,0,5,62100,116,1841,291,401,6006,50,9267,25,113319,10
3029,2015-02-05,8,10,25,31,45,48,2,8,,3,3,2,0,1,1,2,0,0,3,76297,94,1675,248,347,4376,50,7392,25,85670,10
3028,2015-02-02,8,18,20,29,39,41,38,,,3,3,1,2,1,1,1,5,883973,10,42443,399,732,606,263,12688,50,13386,25,191186,10
3027,2015-01-29,6,15,38,40,45,49,27,6,,3,3,1,1,0,2,2,0,0,1,506072,73,2700,210,512,4627,50,6821,25,93772,10
3026,2015-01-26,6,23,24,30,36,46,31,,,1,5,1,0,3,1,1,0,0,0,0,65,2322,162,509,4044,50,5460,25,79012,10
3025,2015-01-22,5,12,26,31,40,47,25,31,,3,3,1,1,1,2,1,1,1000000,2,105158,96,1507,200,395,4241,50,6197,25,78576,10
3024,2015-01-19,21,24,25,31,33,36,13,33,,4,2,0,0,3,3,0,2,2086876,4,100340,169,1633,452,333,7477,50,12150,25,139453,10
3023,2015-01-15,2,3,9,16,33,37,46,,,4,2,3,1,0,2,0,0,0,1,262285,112,1610,188,524,6362,50,5726,25,120123,10
3022,2015-01-12,25,32,41,43,47,48,7,,,4,2,0,0,1,1,4,0,0,2,107522,76,1946,144,560,3295,50,4743,25,62580,10
3021,2015-01-08,5,7,9,15,34,38,21,34,,4,2,3,1,0,2,0,1,2318625,2,244066,190,968,342,294,7973,50,10083,25,136200,10
3020,2015-01-05,1,22,27,34,35,37,20,1,,4,2,1,0,2,3,0,0,0,0,0,76,1997,189,438,3732,50,5298,25,72601,10
3019,2015-01-01,1,4,18,31,48,49,21,"1,4",1,3,3,2,1,0,1,2,1,2414115,2,144153,121,1639,277,391,5904,50,7801,25,112138,10
3018,2014-12-29,1,4,27,42,44,47,18,"1,42",,3,3,2,0,1,0,3,0,0,1,219930,71,2130,184,449,3722,50,4994,25,69300,10
3017,2014-12-25,1,5,15,24,25,42,46,5,25,4,2,2,1,2,0,1,1,2300345,2,131515,214,846,229,431,9141,50,6115,25,137043,10
3016,2014-12-22,5,10,19,32,38,44,12,,,2,4,2,1,0,2,1,0,0,2,110628,72,2113,242,343,4500,50,8281,25,83535,10
3015,2014-12-18,9,11,13,21,27,30,42,,,5,1,1,2,3,0,0,1,2285963,1,262007,235,767,373,264,10172,50,9079,25,149334,10
3014,2014-12-15,5,12,16,22,26,46,23,26,,1,5,1,2,2,0,1,0,0,1,219249,97,1554,267,308,5541,50,7409,25,96007,10
3013,2014-12-11,19,26,33,37,38,40,12,,,3,3,0,1,1,4,0,1,2332277,3,87537,77,2345,334,295,4830,50,8804,25,88444,10
3012,2014-12-08,17,21,28,29,39,47,46,17,,5,1,0,1,3,1,1,0,0,1,228397,58,2708,186,461,4047,50,4674,25,78909,10
3011,2014-12-04,10,17,24,31,37,40,35,,,3,3,1,1,1,3,0,1,2612587,2,143336,119,1657,258,417,6490,50,7472,25,114489,10
3010,2014-12-01,1,6,7,23,30,45,16,,1,4,2,3,0,2,0,1,0,0,5,52670,185,979,462,214,9267,50,10695,25,141206,10
3009,2014-11-27,5,9,18,28,44,49,24,,,3,3,2,1,1,0,2,0,0,3,2273867,201,1715,558,337,11733,50,15486,25,211913,10
3008,2014-11-24,4,6,14,20,36,43,35,36,,1,5,2,2,0,1,1,0,0,8,43349,176,1355,430,303,8716,50,10660,25,147735,10
3007,2014-11-20,2,3,5,19,25,36,16,2,,4,2,3,1,1,1,0,0,0,11,23758,146,1231,445,221,7346,50,9266,25,123668,10
3006,2014-11-17,2,10,11,15,40,46,8,15,,2,4,2,2,0,1,1,0,0,2,110596,90,1690,317,262,4378,50,9370,25,86466,10
3005,2014-11-13,9,15,17,23,27,49,3,,,6,0,1,2,2,0,1,1,6410229,8,65890,290,1250,681,291,12558,50,18777,25,222901,10
3004,2014-11-10,2,16,19,29,33,42,34,2,,3,3,1,2,1,1,1,0,0,3,117281,145,1669,286,462,6671,50,8275,25,126240,10
3003,2014-11-06,2,22,24,38,46,47,9,"38,47",,1,5,1,0,2,1,2,0,0,3,84424,55,3166,192,495,3824,50,5943,25,77852,10
3002,2014-11-03,31,32,38,39,40,47,7,,,3,3,0,0,0,5,1,0,0,4,135849,81,1845,184,443,3530,50,5164,25,63863,10
3001,2014-10-30,12,19,26,42,45,46,23,42,,2,4,0,2,1,0,3,1,3712096,0,0,121,1853,288,425,6012,50,8760,25,113081,10
3000,2014-10-27,5,20,27,38,42,44,41,5,27,2,4,1,1,1,1,2,0,0,1,455390,92,1900,199,480,4967,50,5927,25,95542,10
2999,2014-10-23,5,22,25,28,33,34,32,,,3,3,1,0,3,2,0,0,0,0,0,64,2162,178,424,4705,50,5774,25,81579,10
2998,2014-10-20,8,11,17,21,41,49,35,,,5,1,1,2,1,0,2,1,3803159,3,115464,166,1435,350,372,8404,50,9021,25,148908,10
2997,2014-10-16,4,9,31,34,40,44,35,31,,2,4,2,0,0,3,1,0,0,2,119110,83,1974,216,414,5635,50,5731,25,90370,10
2996,2014-10-13,19,28,31,43,45,48,41,28,,4,2,0,1,1,1,3,0,0,1,216057,61,2436,108,751,3414,50,4846,25,69704,10
2995,2014-10-09,11,12,25,28,34,47,15,"12,25,34",,3,3,0,2,2,1,1,1,2085106,1,280122,95,2028,239,440,5400,50,7553,25,102478,10
2994,2014-10-06,5,12,13,25,33,34,45,,,4,2,1,2,1,2,0,0,0,6,49540,214,1389,466,638,11441,30,12899,20,,
2993,2014-10-02,1,6,26,40,41,45,10,,,3,3,2,0,1,1,2,1,3023700,12,47106,393,1439,1412,401,20267,30,34518,20,,
2992,2014-09-29,8,13,21,22,28,37,12,21,,3,3,1,1,3,1,0,0,0,11,34364,339,1116,898,421,15289,30,23420,20,,
2991,2014-09-25,12,15,21,26,29,36,7,"29,36",,3,3,0,2,3,1,0,0,0,9,27544,187,1326,618,402,8832,30,14906,20,,
2990,2014-09-22,9,17,18,27,29,36,31,,,4,2,1,2,2,1,0,2,327955,11,23490,402,643,583,444,13487,30,13876,20,,
2989,2014-09-18,2,6,10,20,21,23,42,6,,2,4,3,1,2,0,0,2,780962,4,88594,389,911,566,627,17301,30,15074,20,,
2988,2014-09-15,5,6,14,22,30,39,18,,,2,4,2,1,2,1,0,0,0,5,52186,241,1083,540,484,11611,30,13607,20,,
2987,2014-09-11,2,13,18,19,33,36,23,,,3,3,1,3,0,2,0,1,643822,2,126814,180,1410,519,489,8725,30,14112,20,,
2986,2014-09-08,3,14,22,30,37,42,41,42,,2,4,1,1,2,1,1,1,1636531,17,23058,227,1727,645,608,11101,30,15977,20,,
2985,2014-09-04,15,16,17,27,31,42,30,,,4,2,0,3,1,1,1,0,0,4,63182,180,1405,409,618,8119,30,11233,20,,
2984,2014-09-01,4,9,32,37,40,44,10,,,2,4,2,0,0,3,1,2,819487,7,55539,246,1581,742,524,12879,30,18166,20,,
2983,2014-08-28,13,19,20,24,39,43,17,20,,4,2,0,3,1,1,1,0,0,3,85629,142,1810,338,761,7327,30,10902,20,,
2982,2014-08-25,10,11,14,20,40,42,8,42,,1,5,1,3,0,1,1,2,344757,6,45272,238,1142,879,310,10926,30,21035,20,,
2981,2014-08-21,3,4,16,18,19,42,13,"16,18,19",,2,4,2,3,0,0,1,1,667079,4,65698,186,1413,446,590,9015,30,12329,20,,
2980,2014-08-18,16,18,19,21,37,39,32,"16,19",18,4,2,0,3,1,2,0,2,868456,9,46280,310,1344,676,617,14015,30,16930,20,,
2979,2014-08-14,15,16,19,32,34,44,41,,,2,4,0,3,0,2,1,0,0,5,53544,118,2269,400,670,7170,30,10064,20,,
2978,2014-08-11,1,7,9,24,25,31,28,,,5,1,3,0,2,1,0,2,364593,13,22097,314,915,860,335,14117,30,20891,20,,
2977,2014-08-07,3,4,8,17,19,33,9,3,,4,2,3,2,0,1,0,1,1687597,22,18386,362,1118,2095,194,18007,30,47840,20,,
2976,2014-08-04,3,7,18,30,37,44,17,"3,37",,3,3,2,1,1,1,1,0,0,9,28925,220,1184,687,379,10878,30,14359,20,,
2975,2014-08-01,3,17,37,40,41,42,15,,,4,2,1,1,0,2,2,2,2504965,20,61257,885,1385,2254,544,41806,30,54633,20,,
2974,2014-07-28,11,12,16,22,23,27,10,16,,3,3,0,3,3,0,0,2,375822,14,21151,312,950,1101,269,14295,30,21730,20,,
2973,2014-07-24,1,5,16,34,38,45,13,,,3,3,2,1,0,2,1,1,651117,8,32063,155,1655,483,532,7665,30,11332,20,,
2972,2014-07-21,21,22,25,32,33,36,40,,21,3,3,0,0,3,3,0,2,839405,11,36321,360,1110,710,563,15915,30,17100,20,,
2971,2014-07-17,6,11,20,28,35,38,34,6,,2,4,1,2,1,2,0,0,0,2,130910,201,1303,358,732,9115,30,10132,20,,
2970,2014-07-14,2,3,6,19,23,24,31,,,3,3,3,1,2,0,0,6,114636,7,38708,367,739,801,339,15482,30,17218,20,,
2969,2014-07-10,5,11,16,32,37,43,15,,,4,2,1,2,0,2,1,2,824504,6,63747,296,1293,683,560,13020,30,19886,20,,
2968,2014-07-07,9,21,29,38,44,45,10,,,4,2,1,0,2,1,2,0,0,7,38162,130,2055,399,670,8084,30,11614,20,,
2967,2014-07-03,8,24,26,28,40,43,29,,,1,5,1,0,3,1,1,1,644725,3,84661,172,1477,431,590,8405,30,11520,20,,
2966,2014-06-30,2,9,11,12,22,37,26,,,3,3,2,2,1,1,0,2,335781,8,33070,339,781,775,342,14187,30,17410,20,,
2965,2014-06-26,17,25,29,34,39,44,38,29,,4,2,0,1,2,2,1,1,1619969,7,53816,235,1603,508,742,11205,30,14242,20,,
